congress,icpsr,state_code,district,state,party,name,dim1,dim2,dim1bootstrappedstandarderror,dim2bootstrappedstandarderror,correlation,loglikelihood,votes,errors,geomeanprobability
73,4177,11,0,DELAWAR,200,HASTINGS,0.491,-0.334,0.128,0.2479,0.1412,-21.11839,189,10,0.894
73,4190,56,0,WEST VI,200,HATFIELD,0.455,0.364,0.1072,0.162,0.2952,-51.28251,193,24,0.767
73,7252,34,0,MISSOUR,200,PATTERSON,0.438,0.108,0.1194,0.2111,0.1599,-38.87804,190,17,0.815
73,4274,5,0,RHODE I,200,HEBERT  F.,0.427,-0.585,0.1068,0.102,0.1539,-21.69969,197,12,0.896
73,3653,52,0,MARYLAN,200,GOLDSBOROUG,0.4,-0.304,0.1399,0.1676,0.1522,-23.7402,214,6,0.895
73,9439,11,0,DELAWAR,200,TOWNSEND,0.384,-0.154,0.1661,0.2199,0.1349,-33.75846,196,17,0.842
73,2575,31,0,IOWA,200,DICKINSON,0.368,0.137,0.1625,0.1911,0.1423,-78.82674,213,38,0.691
73,8254,33,0,MINNESO,200,SCHALL  T.,0.366,0.651,0.078,0.0656,0.3125,-72.66671,197,31,0.692
73,9724,1,0,CONNECT,200,WALCOTT  F.,0.36,-0.526,0.1255,0.1259,0.4311,-25.119,175,9,0.866
73,7972,22,0,INDIANA,200,ROBINSON,0.353,0.606,0.0834,0.0676,0.4787,-55.56519,186,18,0.742
73,1503,68,0,WYOMING,200,CAREY  R.D.,0.353,0.054,0.1502,0.1962,0.3239,-48.30011,198,22,0.784
73,5106,12,0,NEW JER,200,KEAN  H.F.,0.34,-0.32,0.1455,0.1652,0.0964,-36.31734,198,16,0.832
73,8880,72,0,OREGON,200,STEIWER  F.,0.338,0.205,0.153,0.1668,0.1644,-91.14749,217,55,0.657
73,3347,36,0,NORTH D,200,FRAZIER  L.,0.314,0.989,0.0745,0.0734,0.1443,-53.88067,212,26,0.776
73,4962,71,0,CALIFOR,200,JOHNSON  H.,0.31,0.637,0.0302,0.049,0.1316,-87.65578,181,45,0.616
73,3124,24,0,OHIO,200,FESS  S.D.,0.297,-0.417,0.183,0.2038,0.1992,-36.86237,188,16,0.822
73,2302,6,0,VERMONT,200,DALE  P.H.,0.296,-0.07,0.1305,0.1868,0.3775,-12.52023,45,4,0.757
73,6991,36,0,NORTH D,200,NYE  G.P.,0.281,0.972,0.0885,0.0597,0.2649,-50.24015,207,18,0.785
73,2391,14,0,PENNSYL,200,DAVIS  J.J.,0.28,0.167,0.108,0.1161,0.3516,-40.33376,136,16,0.743
73,6367,72,0,OREGON,200,MCNARY  C.,0.271,0.234,0.0842,0.0955,0.2488,-91.09721,210,53,0.648
73,425,12,0,NEW JER,200,BARBOUR  N.,0.264,-0.265,0.1807,0.1829,0.0837,-39.30372,206,14,0.826
73,10047,2,0,MAINE,200,WHITE  W.H.,0.262,-0.135,0.1878,0.1668,0.2467,-49.26083,190,21,0.772
73,5758,45,0,LOUISIA,100,LONG  H.P.,0.26,0.706,0.0498,0.0795,0.3533,-69.72909,190,29,0.693
73,6954,37,0,SOUTH D,200,NORBECK  P.,0.26,0.888,0.0915,0.1066,0.2517,-28.02254,82,10,0.711
73,8476,33,0,MINNESO,537,SHIPSTEAD,0.258,0.909,0.0902,0.0405,0.1708,-52.57537,197,26,0.766
73,1494,32,0,KANSAS,200,CAPPER  A.,0.252,0.412,0.0185,0.0389,0.1644,-96.50197,213,53,0.636
73,5227,4,0,NEW HAM,200,KEYES  H.W.,0.25,-0.343,0.1734,0.162,0.1092,-33.01639,196,18,0.845
73,9604,23,0,MICHIGA,200,VANDENBERG,0.24,0.002,0.0798,0.0855,0.5333,-85.43742,205,44,0.659
73,6441,5,0,RHODE I,200,METCALF  J.,0.239,-0.925,0.2156,0.0668,0.0113,-25.13543,186,12,0.874
73,3919,2,0,MAINE,200,HALE  F.,0.233,-0.362,0.1511,0.1633,0.0385,-48.9929,212,25,0.794
73,7782,14,0,PENNSYL,200,REED  D.A.,0.232,-0.517,0.1912,0.1587,0.1974,-29.60868,160,11,0.831
73,2289,66,0,NEW MEX,200,CUTTING  B.,0.227,0.789,0.0998,0.1168,0.1244,-68.027,173,33,0.675
73,6132,65,0,NEVADA,100,MCCARRAN,0.215,0.482,0.0318,0.0558,0.3148,-91.0192,193,52,0.624
73,858,63,0,IDAHO,200,BORAH  W.E.,0.197,0.471,0.0626,0.036,0.2313,-89.36503,185,47,0.617
73,296,6,0,VERMONT,200,AUSTIN  W.,0.193,-0.319,0.1696,0.1748,0.2607,-47.62667,201,20,0.789
73,3558,6,0,VERMONT,200,GIBSON  E.,0.186,-0.047,0.1272,0.1574,0.2034,-46.63646,113,20,0.662
73,5402,25,0,WISCONS,200,LAFOLLETTE,0.179,0.948,0.1701,0.0436,0.0923,-50.02174,206,23,0.784
73,2095,23,0,MICHIGA,200,COUZENS  J.,0.138,0.117,0.0187,0.0529,0.1753,-109.31595,181,60,0.547
73,9984,64,0,MONTANA,100,WHEELER  B.,0.122,0.663,0.1248,0.1098,0.2538,-44.8987,176,23,0.775
73,843,73,0,WASHING,100,BONE  H.T.,0.119,0.77,0.2425,0.1928,-0.0862,-42.08721,185,21,0.797
73,6960,35,0,NEBRASK,200,NORRIS  G.,0.101,0.667,0.1541,0.0871,0.0283,-65.12757,202,26,0.724
73,1772,34,0,MISSOUR,100,CLARK  J.B.,0.082,0.18,0.0685,0.0548,0.2829,-130.9137,214,71,0.542
73,2595,73,0,WASHING,100,DILL  C.C.,0.078,0.323,0.0995,0.0882,0.0797,-94.26202,203,51,0.629
