congress,icpsr,state_code,district,state,party,name,dim1,dim2,dim1bootstrappedstandarderror,dim2bootstrappedstandarderror,correlation,loglikelihood,votes,errors,geomeanprobability
53,7482,1,0,CONNECT,200,PLATT  O.H.,0.399,-0.826,0.038,0.0747,-0.4933,-64.19316,454,32,0.868
53,3439,4,0,NEW HAM,200,GALLINGER,0.394,-0.047,0.0958,0.0948,0.0178,-87.40438,397,40,0.802
53,5738,3,0,MASSACH,200,LODGE  H.C.,0.363,-0.276,0.0692,0.0999,-0.0976,-35.53448,370,13,0.908
53,7263,23,0,MICHIGA,200,PATTON  J.,0.338,-0.024,0.1693,0.1778,-0.1678,-13.32353,247,5,0.947
53,1310,23,0,MICHIGA,200,BURROWS  J.,0.332,-0.196,0.0798,0.1482,-0.0176,-6.98113,41,2,0.843
53,10242,73,0,WASHING,200,WILSON  J.,0.303,0.221,0.0978,0.1042,0.4131,-9.93637,29,3,0.71
53,2649,72,0,OREGON,200,DOLPH  J.N.,0.297,-0.147,0.1082,0.1362,-0.1797,-72.95889,327,35,0.8
53,2624,5,0,RHODE I,200,DIXON  N.F.,0.294,-0.644,0.0725,0.087,-0.25,-29.25405,267,11,0.896
53,71,5,0,RHODE I,200,ALDRICH  N.,0.292,-0.616,0.047,0.0402,-0.2006,-36.61486,407,14,0.914
53,3385,2,0,MAINE,200,FRYE  W.P.,0.282,-0.375,0.0448,0.0486,-0.1323,-59.71991,412,34,0.865
53,10234,31,0,IOWA,200,WILSON  J.,0.267,-0.038,0.1239,0.1259,0.2454,-9.78748,68,3,0.866
53,7632,6,0,VERMONT,200,PROCTOR  R.,0.263,-0.458,0.068,0.1045,-0.2966,-45.72035,300,19,0.859
53,7576,64,0,MONTANA,200,POWER  T.C.,0.259,0.512,0.062,0.142,0.4086,-55.40923,300,30,0.831
53,7631,47,0,NORTH C,200,PRITCHARD,0.258,0.351,0.1197,0.1981,0.5208,-6.86005,26,2,0.768
53,8489,63,0,IDAHO,200,SHOUP  G.L.,0.253,0.335,0.0902,0.1461,0.4368,-29.89433,354,10,0.919
53,3917,2,0,MAINE,200,HALE  E.,0.234,-0.367,0.047,0.0505,-0.0897,-38.42197,355,13,0.897
53,4042,36,0,NORTH D,200,HANSBROUGH,0.229,0.265,0.0755,0.1201,0.4449,-61.65483,259,31,0.788
53,4397,11,0,DELAWAR,200,HIGGINS  A.,0.225,-0.253,0.0809,0.1022,-0.0618,-37.94744,322,14,0.889
53,1502,68,0,WYOMING,200,CAREY  J.M.,0.216,-0.07,0.0817,0.1166,0.0374,-46.03363,301,17,0.858
53,6696,6,0,VERMONT,200,MORRILL  J.,0.211,-0.943,0.0591,0.0875,-0.2228,-32.03661,234,15,0.872
53,2239,21,0,ILLINOI,200,CULLOM  S.,0.201,-0.14,0.0365,0.0482,-0.0331,-78.28992,371,32,0.81
53,4220,1,0,CONNECT,200,HAWLEY  J.,0.2,-0.625,0.0461,0.0507,-0.2765,-72.71587,434,38,0.846
53,8957,23,0,MICHIGA,200,STOCKBRIDGE,0.198,-0.246,0.063,0.098,0.1409,-16.52673,87,9,0.827
53,141,31,0,IOWA,200,ALLISON  W.,0.191,-0.078,0.042,0.0633,-0.0813,-57.62781,423,25,0.873
